No.,时间( s) ,变形( mm) ,力( kgf) ,应力( MPa) ,应变( %) 
640,24.228,0.592,18.02,4.418,0.592
641,24.279,0.593,18.04,4.423,0.593
642,24.308,0.593,18.08,4.433,0.593
643,24.332,0.594,18.1,4.438,0.594
644,24.408,0.596,18.14,4.447,0.596
645,24.436,0.597,18.18,4.457,0.597
646,24.468,0.598,18.22,4.467,0.598
647,24.521,0.599,18.26,4.477,0.599
648,24.548,0.6,18.3,4.487,0.6
649,24.58,0.6,18.32,4.491,0.6
650,24.637,0.602,18.36,4.501,0.602
651,24.668,0.602,18.38,4.506,0.602
652,24.692,0.603,18.4,4.511,0.603
653,24.751,0.605,18.44,4.521,0.605
654,24.78,0.605,18.48,4.531,0.605
655,24.812,0.606,18.52,4.54,0.606
656,24.865,0.607,18.56,4.55,0.607
657,24.892,0.608,18.6,4.56,0.608
658,24.924,0.609,18.62,4.565,0.609
659,24.968,0.61,18.64,4.57,0.61
660,24.996,0.611,18.66,4.575,0.611
661,25.028,0.612,18.7,4.585,0.612
662,25.082,0.613,18.72,4.59,0.613
663,25.108,0.614,18.76,4.599,0.614
664,25.14,0.614,18.8,4.609,0.614
665,25.189,0.616,18.84,4.619,0.616
666,25.22,0.616,18.86,4.624,0.616
667,25.252,0.617,18.9,4.634,0.617
668,25.304,0.618,18.92,4.639,0.618
669,25.332,0.619,18.96,4.648,0.619
670,25.356,0.62,18.98,4.653,0.62
671,25.393,0.621,19,4.658,0.621
672,25.42,0.621,19.04,4.668,0.621
673,25.444,0.622,19.06,4.673,0.622
674,25.487,0.623,19.1,4.683,0.623
675,25.516,0.624,19.12,4.688,0.624
676,25.54,0.624,19.14,4.692,0.624
677,25.58,0.625,19.16,4.697,0.625
678,25.612,0.626,19.2,4.707,0.626
679,25.644,0.627,19.22,4.712,0.627
680,25.698,0.628,19.24,4.717,0.628
681,25.724,0.629,19.28,4.727,0.629
682,25.756,0.63,19.3,4.732,0.63
683,25.803,0.631,19.34,4.742,0.631
684,25.828,0.632,19.38,4.751,0.632
685,25.86,0.633,19.42,4.761,0.633
686,25.915,0.634,19.44,4.766,0.634
687,25.94,0.635,19.46,4.771,0.635
688,25.972,0.635,19.48,4.776,0.635
689,26.02,0.636,19.52,4.786,0.636
690,26.052,0.637,19.54,4.791,0.637
691,26.076,0.638,19.58,4.8,0.638
692,26.133,0.639,19.6,4.805,0.639
693,26.164,0.64,19.64,4.815,0.64
694,26.196,0.641,19.68,4.825,0.641
695,26.254,0.642,19.7,4.83,0.642
696,26.285,0.643,19.74,4.84,0.643
697,26.317,0.644,19.76,4.845,0.644
698,26.372,0.645,19.8,4.854,0.645
699,26.397,0.646,19.82,4.859,0.646
700,26.429,0.647,19.86,4.869,0.647
701,26.472,0.648,19.9,4.879,0.648
702,26.501,0.648,19.94,4.889,0.648
703,26.525,0.649,19.96,4.894,0.649
704,26.573,0.65,20,4.903,0.65
705,26.605,0.651,20.02,4.908,0.651
706,26.637,0.652,20.04,4.913,0.652
707,26.705,0.653,20.06,4.918,0.653
708,26.733,0.654,20.1,4.928,0.654
709,26.757,0.655,20.14,4.938,0.655
710,26.793,0.656,20.16,4.943,0.656
711,26.821,0.656,20.2,4.952,0.656
712,26.845,0.657,20.22,4.957,0.657
713,26.879,0.658,20.26,4.967,0.658
714,26.909,0.659,20.28,4.972,0.659
715,26.941,0.659,20.3,4.977,0.659
716,26.996,0.661,20.32,4.982,0.661
717,27.021,0.661,20.34,4.987,0.661
718,27.053,0.662,20.38,4.996,0.662
719,27.105,0.663,20.42,5.006,0.663
720,27.133,0.664,20.46,5.016,0.664
721,27.157,0.665,20.48,5.021,0.665
722,27.213,0.666,20.52,5.031,0.666
723,27.245,0.667,20.54,5.036,0.667
724,27.269,0.668,20.56,5.041,0.668
725,27.316,0.669,20.6,5.05,0.669
726,27.365,0.67,20.64,5.06,0.67
727,27.397,0.671,20.66,5.065,0.671
728,27.457,0.672,20.7,5.075,0.672
729,27.485,0.673,20.74,5.085,0.673
730,27.509,0.674,20.78,5.095,0.674
731,27.556,0.675,20.8,5.099,0.675
732,27.581,0.676,20.84,5.109,0.676
733,27.613,0.676,20.86,5.114,0.676
734,27.666,0.678,20.88,5.119,0.678
735,27.693,0.678,20.92,5.129,0.678
736,27.717,0.679,20.94,5.134,0.679
737,27.766,0.68,20.98,5.144,0.68
738,27.797,0.681,21.02,5.153,0.681
739,27.829,0.682,21.06,5.163,0.682
740,27.89,0.683,21.08,5.168,0.683
741,27.917,0.684,21.12,5.178,0.684
742,27.949,0.685,21.14,5.183,0.685
743,28.001,0.686,21.18,5.193,0.686
744,28.029,0.687,21.2,5.198,0.687
745,28.061,0.688,21.24,5.207,0.688
746,28.121,0.689,21.28,5.217,0.689
747,28.149,0.69,21.32,5.227,0.69
748,28.181,0.691,21.34,5.232,0.691
749,28.239,0.692,21.38,5.242,0.692
750,28.269,0.693,21.4,5.247,0.693
751,28.293,0.693,21.44,5.256,0.693
752,28.354,0.695,21.46,5.261,0.695
753,28.381,0.696,21.5,5.271,0.696
754,28.413,0.696,21.52,5.276,0.696
755,28.471,0.698,21.56,5.286,0.698
756,28.501,0.699,21.6,5.296,0.699
757,28.533,0.699,21.64,5.305,0.699
758,28.593,0.701,21.68,5.315,0.701
759,28.621,0.702,21.7,5.32,0.702
760,28.653,0.702,21.74,5.33,0.702
761,28.713,0.704,21.76,5.335,0.704
762,28.741,0.705,21.8,5.345,0.705
763,28.773,0.705,21.84,5.354,0.705
764,28.835,0.707,21.88,5.364,0.707
765,28.861,0.708,21.92,5.374,0.708
766,28.893,0.708,21.94,5.379,0.708
767,28.944,0.71,21.98,5.389,0.71
768,28.973,0.71,22,5.394,0.71
769,29.005,0.711,22.02,5.399,0.711
770,29.08,0.713,22.06,5.408,0.713
771,29.109,0.714,22.1,5.418,0.714
772,29.141,0.715,22.14,5.428,0.715
773,29.197,0.716,22.18,5.438,0.716
774,29.221,0.716,22.22,5.448,0.716
775,29.245,0.717,22.26,5.457,0.717
776,29.306,0.719,22.28,5.462,0.719
777,29.333,0.719,22.3,5.467,0.719
778,29.365,0.72,22.34,5.477,0.72
779,29.417,0.721,22.38,5.487,0.721
780,29.445,0.722,22.4,5.492,0.722
781,29.477,0.723,22.44,5.502,0.723
782,29.533,0.724,22.48,5.511,0.724
783,29.565,0.725,22.52,5.521,0.725
784,29.597,0.726,22.54,5.526,0.726
785,29.655,0.728,22.58,5.536,0.728
786,29.685,0.728,22.6,5.541,0.728
787,29.717,0.729,22.64,5.551,0.729
788,29.773,0.73,22.68,5.56,0.73
789,29.805,0.731,22.72,5.57,0.731
790,29.837,0.732,22.76,5.58,0.732
791,29.896,0.734,22.8,5.59,0.734
792,29.925,0.734,22.84,5.6,0.734
793,29.957,0.735,22.86,5.605,0.735
794,30.001,0.736,22.88,5.609,0.736
795,30.029,0.737,22.92,5.619,0.737
796,30.061,0.738,22.94,5.624,0.738
797,30.125,0.739,22.98,5.634,0.739
798,30.157,0.74,23.02,5.644,0.74
799,30.189,0.741,23.06,5.654,0.741
800,30.249,0.742,23.08,5.658,0.742
801,30.277,0.743,23.12,5.668,0.743
802,30.309,0.744,23.16,5.678,0.744
803,30.369,0.745,23.18,5.683,0.745
804,30.397,0.746,23.22,5.693,0.746
805,30.421,0.747,23.26,5.703,0.747
806,30.482,0.748,23.3,5.712,0.748
807,30.509,0.749,23.34,5.722,0.749
808,30.533,0.749,23.36,5.727,0.749
809,30.571,0.75,23.4,5.737,0.75
810,30.597,0.751,23.42,5.742,0.751
811,30.621,0.752,23.44,5.747,0.752
812,30.655,0.753,23.46,5.752,0.753
813,30.685,0.753,23.5,5.761,0.753
814,30.717,0.754,23.52,5.766,0.754
815,30.782,0.756,23.56,5.776,0.756
816,30.813,0.757,23.6,5.786,0.757
817,30.845,0.757,23.64,5.796,0.757
818,30.905,0.759,23.68,5.806,0.759
819,30.933,0.759,23.7,5.81,0.759
820,30.957,0.76,23.74,5.82,0.76
821,31.015,0.761,23.76,5.825,0.761
822,31.044,0.762,23.8,5.835,0.762
823,31.076,0.763,23.84,5.845,0.763
824,31.141,0.765,23.88,5.855,0.765
825,31.172,0.766,23.92,5.864,0.766
826,31.204,0.766,23.96,5.874,0.766
827,31.263,0.768,24,5.884,0.768
828,31.292,0.768,24.04,5.894,0.768
829,31.324,0.769,24.06,5.899,0.769
830,31.375,0.771,24.1,5.909,0.771
831,31.404,0.771,24.12,5.913,0.771
832,31.436,0.772,24.16,5.923,0.772
833,31.487,0.773,24.2,5.933,0.773
834,31.516,0.774,24.24,5.943,0.774
835,31.548,0.775,24.26,5.948,0.775
836,31.589,0.776,24.3,5.958,0.776
837,31.62,0.777,24.32,5.962,0.777
838,31.652,0.778,24.34,5.967,0.778
839,31.712,0.779,24.38,5.977,0.779
840,31.74,0.78,24.42,5.987,0.78
841,31.772,0.78,24.46,5.997,0.78
842,31.806,0.781,24.5,6.007,0.781
843,31.836,0.782,24.54,6.016,0.782
844,31.86,0.783,24.56,6.021,0.783
845,31.917,0.784,24.6,6.031,0.784
846,31.948,0.785,24.62,6.036,0.785
847,31.98,0.786,24.64,6.041,0.786
848,32.028,0.787,24.68,6.051,0.787
849,32.06,0.788,24.7,6.056,0.788
850,32.092,0.789,24.74,6.065,0.789
851,32.158,0.79,24.78,6.075,0.79
852,32.188,0.791,24.82,6.085,0.791
853,32.22,0.792,24.86,6.095,0.792
854,32.277,0.793,24.9,6.105,0.793
855,32.308,0.794,24.92,6.11,0.794
856,32.34,0.795,24.96,6.119,0.795
857,32.402,0.796,25,6.129,0.796
858,32.428,0.797,25.04,6.139,0.797
859,32.46,0.798,25.08,6.149,0.798
860,32.529,0.799,25.12,6.159,0.799
861,32.556,0.8,25.16,6.168,0.8
862,32.588,0.801,25.2,6.178,0.801
863,32.649,0.802,25.24,6.188,0.802
864,32.676,0.803,25.26,6.193,0.803
865,32.708,0.804,25.3,6.203,0.804
866,32.771,0.805,25.34,6.213,0.805
867,32.796,0.806,25.38,6.222,0.806
868,32.82,0.807,25.42,6.232,0.807
869,32.887,0.808,25.46,6.242,0.808
870,32.916,0.809,25.5,6.252,0.809
871,32.94,0.81,25.52,6.257,0.81
872,33.005,0.811,25.56,6.266,0.811
873,33.036,0.812,25.6,6.276,0.812
874,33.06,0.813,25.64,6.286,0.813
875,33.109,0.814,25.68,6.296,0.814
876,33.164,0.815,25.74,6.311,0.815
877,33.196,0.816,25.78,6.32,0.816
878,33.252,0.818,25.82,6.33,0.818
879,33.284,0.818,25.84,6.335,0.818
880,33.308,0.819,25.88,6.345,0.819
881,33.363,0.82,25.92,6.355,0.82
882,33.388,0.821,25.96,6.365,0.821
883,33.42,0.822,25.98,6.369,0.822
884,33.462,0.823,26.02,6.379,0.823
885,33.492,0.824,26.06,6.389,0.823
886,33.516,0.824,26.1,6.399,0.824
887,33.579,0.826,26.12,6.404,0.826
888,33.604,0.826,26.16,6.414,0.826
889,33.628,0.827,26.18,6.418,0.827
890,33.681,0.828,26.22,6.428,0.828
891,33.708,0.829,26.26,6.438,0.829
892,33.74,0.83,26.28,6.443,0.83
893,33.792,0.831,26.34,6.458,0.831
894,33.82,0.832,26.38,6.467,0.832
895,33.852,0.833,26.4,6.472,0.833
896,33.907,0.834,26.44,6.482,0.834
897,33.932,0.835,26.48,6.492,0.835
898,33.956,0.835,26.5,6.497,0.835
899,34.02,0.837,26.54,6.507,0.837
900,34.052,0.838,26.56,6.512,0.838
901,34.084,0.839,26.6,6.521,0.839
902,34.143,0.84,26.64,6.531,0.84
903,34.172,0.841,26.7,6.546,0.841
904,34.204,0.841,26.74,6.556,0.841
905,34.251,0.842,26.76,6.561,0.842
906,34.276,0.843,26.8,6.57,0.843
907,34.308,0.844,26.82,6.575,0.844
908,34.347,0.845,26.86,6.585,0.845
909,34.372,0.846,26.88,6.59,0.846
910,34.404,0.847,26.92,6.6,0.847
911,34.458,0.848,26.96,6.61,0.848
912,34.484,0.848,27,6.62,0.848
913,34.508,0.849,27.04,6.629,0.849
914,34.555,0.85,27.06,6.634,0.85
915,34.58,0.851,27.1,6.644,0.851
916,34.612,0.852,27.12,6.649,0.852
917,34.668,0.853,27.16,6.659,0.853
918,34.7,0.854,27.18,6.664,0.854
919,34.732,0.855,27.22,6.673,0.855
920,34.78,0.856,27.26,6.683,0.856
921,34.804,0.856,27.3,6.693,0.856
922,34.828,0.857,27.34,6.703,0.857
923,34.895,0.859,27.38,6.713,0.859
924,34.924,0.859,27.42,6.722,0.859
925,34.948,0.86,27.44,6.727,0.86
926,35.001,0.861,27.46,6.732,0.861
927,35.028,0.862,27.5,6.742,0.862
928,35.052,0.863,27.54,6.752,0.863
929,35.098,0.864,27.58,6.762,0.864
930,35.124,0.865,27.62,6.771,0.865
931,35.156,0.865,27.66,6.781,0.865
932,35.204,0.867,27.7,6.791,0.867
933,35.236,0.867,27.72,6.796,0.867
934,35.268,0.868,27.76,6.806,0.868
935,35.322,0.869,27.78,6.811,0.869
936,35.348,0.87,27.82,6.821,0.87
937,35.372,0.871,27.86,6.83,0.871
938,35.434,0.872,27.9,6.84,0.872
939,35.46,0.873,27.94,6.85,0.873
940,35.492,0.874,27.98,6.86,0.874
941,35.554,0.875,28.02,6.87,0.875
942,35.58,0.876,28.06,6.879,0.876
943,35.612,0.877,28.08,6.884,0.877
944,35.666,0.878,28.12,6.894,0.878
945,35.692,0.879,28.16,6.904,0.879
946,35.716,0.879,28.2,6.914,0.879
947,35.755,0.88,28.24,6.924,0.88
948,35.78,0.881,28.28,6.933,0.881
949,35.812,0.882,28.3,6.938,0.882
950,35.877,0.883,28.34,6.948,0.883
951,35.908,0.884,28.38,6.958,0.884
952,35.94,0.885,28.42,6.968,0.885
953,36.002,0.886,28.44,6.973,0.886
954,36.028,0.887,28.48,6.982,0.887
955,36.06,0.888,28.52,6.992,0.888
956,36.122,0.889,28.56,7.002,0.889
957,36.148,0.89,28.62,7.017,0.89
958,36.18,0.891,28.66,7.026,0.891
959,36.231,0.892,28.7,7.036,0.892
960,36.26,0.893,28.74,7.046,0.893
961,36.292,0.894,28.76,7.051,0.894
962,36.337,0.895,28.8,7.061,0.895
963,36.364,0.896,28.82,7.066,0.896
964,36.396,0.896,28.86,7.076,0.896
965,36.449,0.898,28.9,7.085,0.898
966,36.476,0.898,28.94,7.095,0.898
967,36.508,0.899,28.98,7.105,0.899
968,36.558,0.9,29.02,7.115,0.9
969,36.588,0.901,29.06,7.125,0.901
970,36.62,0.902,29.08,7.129,0.902
971,36.681,0.903,29.12,7.139,0.903
972,36.708,0.904,29.16,7.149,0.904
973,36.74,0.905,29.2,7.159,0.905
974,36.78,0.906,29.24,7.169,0.906
975,36.812,0.907,29.28,7.178,0.907
976,36.844,0.907,29.32,7.188,0.907
977,36.905,0.909,29.36,7.198,0.909
978,36.932,0.91,29.4,7.208,0.91
979,36.964,0.91,29.44,7.218,0.91
980,37.01,0.912,29.46,7.223,0.912
981,37.036,0.912,29.5,7.232,0.912
982,37.068,0.913,29.54,7.242,0.913
983,37.113,0.914,29.6,7.257,0.914
984,37.14,0.915,29.64,7.267,0.915
985,37.164,0.915,29.66,7.272,0.915
986,37.232,0.917,29.7,7.281,0.917
987,37.26,0.918,29.74,7.291,0.918
988,37.292,0.919,29.78,7.301,0.919
989,37.342,0.92,29.82,7.311,0.92
990,37.372,0.921,29.86,7.321,0.921
991,37.404,0.921,29.88,7.326,0.921
992,37.438,0.923,29.92,7.335,0.923
993,37.468,0.923,29.96,7.345,0.923
994,37.5,0.924,30,7.355,0.924
995,37.564,0.926,30.04,7.365,0.926
996,37.596,0.926,30.08,7.375,0.926
997,37.62,0.927,30.12,7.384,0.927
998,37.696,0.929,30.16,7.394,0.929
999,37.724,0.93,30.2,7.404,0.93
1000,37.748,0.93,30.24,7.414,0.93
1001,37.806,0.932,30.28,7.424,0.932
1002,37.836,0.932,30.34,7.438,0.932
1003,37.868,0.933,30.38,7.448,0.933
1004,37.921,0.934,30.42,7.458,0.934
1005,37.948,0.935,30.44,7.463,0.935
1006,37.98,0.936,30.48,7.473,0.936
1007,38.029,0.937,30.5,7.478,0.937
1008,38.06,0.938,30.54,7.487,0.938
1009,38.092,0.939,30.58,7.497,0.939
1010,38.157,0.94,30.62,7.507,0.94
1011,38.188,0.941,30.68,7.522,0.941
1012,38.22,0.942,30.72,7.532,0.942
1013,38.273,0.943,30.76,7.541,0.943
1014,38.3,0.944,30.78,7.546,0.944
1015,38.332,0.945,30.82,7.556,0.945
1016,38.386,0.946,30.86,7.566,0.946
1017,38.412,0.947,30.9,7.576,0.947
1018,38.436,0.948,30.94,7.585,0.948
1019,38.489,0.949,30.98,7.595,0.949
1020,38.516,0.95,31.02,7.605,0.95
1021,38.548,0.95,31.06,7.615,0.95
1022,38.593,0.951,31.1,7.625,0.951
1023,38.62,0.952,31.12,7.63,0.952
1024,38.644,0.953,31.16,7.639,0.953
1025,38.693,0.954,31.18,7.644,0.954
1026,38.724,0.955,31.22,7.654,0.955
1027,38.756,0.956,31.26,7.664,0.956
1028,38.818,0.957,31.3,7.674,0.957
1029,38.844,0.958,31.34,7.684,0.958
1030,38.876,0.959,31.38,7.693,0.959
1031,38.927,0.96,31.42,7.703,0.96
1032,38.956,0.96,31.46,7.713,0.96
1033,38.98,0.961,31.48,7.718,0.961
1034,39.018,0.962,31.52,7.728,0.962
1035,39.044,0.963,31.54,7.733,0.963
1036,39.068,0.963,31.58,7.742,0.963
1037,39.135,0.965,31.62,7.752,0.965
1038,39.164,0.966,31.68,7.767,0.966
1039,39.196,0.967,31.72,7.777,0.967
1040,39.261,0.968,31.76,7.787,0.968
1041,39.292,0.969,31.78,7.791,0.969
1042,39.324,0.97,31.82,7.801,0.97
1043,39.374,0.971,31.86,7.811,0.971
1044,39.404,0.972,31.9,7.821,0.972
1045,39.428,0.972,31.92,7.826,0.972
1046,39.483,0.974,31.98,7.84,0.974
1047,39.508,0.974,32.02,7.85,0.974
1048,39.532,0.975,32.06,7.86,0.975
1049,39.59,0.976,32.1,7.87,0.976
1050,39.62,0.977,32.12,7.875,0.977
1051,39.644,0.978,32.16,7.885,0.978
1052,39.678,0.979,32.2,7.894,0.979
1053,39.708,0.979,32.22,7.899,0.979
1054,39.74,0.98,32.26,7.909,0.98
1055,39.789,0.981,32.3,7.919,0.981
1056,39.82,0.982,32.36,7.934,0.982
1057,39.844,0.983,32.38,7.939,0.983
1058,39.898,0.984,32.42,7.948,0.984
1059,39.924,0.985,32.46,7.958,0.985
1060,39.956,0.986,32.5,7.968,0.986
1061,39.999,0.987,32.52,7.973,0.987
1062,40.028,0.987,32.56,7.983,0.987
1063,40.052,0.988,32.58,7.988,0.988
1064,40.133,0.99,32.64,8.002,0.99
1065,40.164,0.991,32.68,8.012,0.991
1066,40.196,0.991,32.72,8.022,0.992
1067,40.245,0.993,32.76,8.032,0.993
1068,40.276,0.994,32.82,8.046,0.994
1069,40.308,0.994,32.84,8.051,0.994
1070,40.363,0.996,32.88,8.061,0.996
1071,40.388,0.996,32.92,8.071,0.996
1072,40.412,0.997,32.96,8.081,0.997
1073,40.46,0.998,33,8.091,0.998
1074,40.484,0.999,33.04,8.1,0.999
1075,40.508,0.999,33.08,8.11,0.999
1076,40.57,1.001,33.12,8.12,1.001
1077,40.596,1.002,33.16,8.13,1.002
1078,40.62,1.002,33.18,8.135,1.002
1079,40.682,1.004,33.22,8.144,1.004
1080,40.708,1.004,33.26,8.154,1.004
1081,40.74,1.005,33.3,8.164,1.005
1082,40.787,1.006,33.34,8.174,1.006
1083,40.812,1.007,33.4,8.189,1.007
1084,40.836,1.008,33.44,8.198,1.008
1085,40.873,1.008,33.46,8.203,1.008
1086,40.9,1.009,33.5,8.213,1.009
1087,40.924,1.01,33.52,8.218,1.01
1088,40.972,1.011,33.56,8.228,1.011
1089,41.004,1.012,33.58,8.233,1.012
1090,41.036,1.013,33.62,8.242,1.013
1091,41.081,1.014,33.66,8.252,1.014
1092,41.108,1.014,33.72,8.267,1.014
1093,41.14,1.015,33.76,8.277,1.015
1094,41.188,1.016,33.8,8.287,1.016
1095,41.22,1.017,33.84,8.296,1.017
1096,41.252,1.018,33.88,8.306,1.018
1097,41.316,1.02,33.92,8.316,1.02
1098,41.348,1.02,33.96,8.326,1.02
1099,41.372,1.021,34,8.336,1.021
1100,41.419,1.022,34.04,8.345,1.022
1101,41.444,1.023,34.08,8.355,1.023
1102,41.476,1.024,34.12,8.365,1.024
1103,41.536,1.025,34.16,8.375,1.025
1104,41.564,1.026,34.2,8.385,1.026
1105,41.596,1.027,34.24,8.394,1.027
1106,41.653,1.028,34.28,8.404,1.028
1107,41.684,1.029,34.32,8.414,1.029
1108,41.716,1.03,34.36,8.424,1.03
1109,41.757,1.031,34.4,8.434,1.031
1110,41.788,1.031,34.46,8.448,1.031
1111,41.812,1.032,34.5,8.458,1.032
1112,41.846,1.033,34.54,8.468,1.033
1113,41.876,1.034,34.58,8.478,1.034
1114,41.908,1.034,34.6,8.483,1.034
1115,41.957,1.036,34.64,8.493,1.036
1116,41.988,1.036,34.68,8.502,1.036
1117,42.02,1.037,34.7,8.507,1.037
1118,42.075,1.039,34.74,8.517,1.039
1119,42.1,1.039,34.8,8.532,1.039
1120,42.132,1.04,34.84,8.542,1.04
1121,42.195,1.042,34.88,8.551,1.042
1122,42.22,1.042,34.92,8.561,1.042
1123,42.244,1.043,34.96,8.571,1.043
1124,42.294,1.044,35,8.581,1.044
1125,42.324,1.045,35.04,8.591,1.045
1126,42.356,1.046,35.08,8.6,1.046
1127,42.424,1.047,35.12,8.61,1.047
1128,42.452,1.048,35.18,8.625,1.048
1129,42.476,1.049,35.22,8.635,1.049
1130,42.512,1.05,35.28,8.649,1.05
1131,42.54,1.05,35.32,8.659,1.05
1132,42.572,1.051,35.36,8.669,1.051
1133,42.645,1.053,35.4,8.679,1.053
1134,42.676,1.054,35.44,8.689,1.054
1135,42.708,1.054,35.48,8.699,1.054
1136,42.765,1.056,35.54,8.713,1.056
1137,42.796,1.057,35.58,8.723,1.057
1138,42.828,1.058,35.64,8.738,1.058
1139,42.88,1.059,35.7,8.752,1.059
1140,42.908,1.059,35.74,8.762,1.059
1141,42.932,1.06,35.78,8.772,1.06
1142,42.98,1.061,35.82,8.782,1.061
1143,43.012,1.062,35.86,8.792,1.062
1144,43.044,1.063,35.9,8.801,1.063
1145,43.091,1.064,35.94,8.811,1.064
1146,43.116,1.065,35.98,8.821,1.065
1147,43.148,1.066,36.04,8.836,1.066
1148,43.214,1.067,36.08,8.846,1.067
1149,43.244,1.068,36.14,8.86,1.068
1150,43.276,1.069,36.18,8.87,1.069
1151,43.335,1.07,36.22,8.88,1.07
1152,43.364,1.071,36.26,8.89,1.071
1153,43.396,1.072,36.3,8.9,1.072
1154,43.453,1.073,36.36,8.914,1.073
1155,43.484,1.074,36.4,8.924,1.074
1156,43.516,1.075,36.46,8.939,1.075
1157,43.582,1.076,36.5,8.949,1.076
1158,43.612,1.077,36.56,8.963,1.077
1159,43.644,1.078,36.6,8.973,1.078
1160,43.694,1.079,36.64,8.983,1.079
1161,43.725,1.08,36.68,8.993,1.08
1162,43.749,1.081,36.74,9.007,1.081
1163,43.808,1.082,36.78,9.017,1.082
1164,43.837,1.083,36.84,9.032,1.083
1165,43.869,1.084,36.88,9.042,1.084
1166,43.913,1.085,36.92,9.052,1.085
1167,43.941,1.085,36.96,9.061,1.085
1168,43.973,1.086,37,9.071,1.086
1169,44.025,1.087,37.04,9.081,1.087
1170,44.053,1.088,37.08,9.091,1.088
1171,44.085,1.089,37.12,9.101,1.089
1172,44.134,1.09,37.16,9.11,1.09
1173,44.165,1.091,37.2,9.12,1.091
1174,44.197,1.092,37.26,9.135,1.092
1175,44.255,1.093,37.3,9.145,1.093
1176,44.285,1.094,37.34,9.155,1.094
1177,44.317,1.095,37.38,9.164,1.095
1178,44.375,1.096,37.42,9.174,1.096
1179,44.405,1.097,37.48,9.189,1.097
1180,44.437,1.098,37.52,9.199,1.098
1181,44.481,1.099,37.58,9.213,1.099
1182,44.509,1.1,37.62,9.223,1.1
1183,44.541,1.1,37.66,9.233,1.1
1184,44.574,1.101,37.7,9.243,1.101
1185,44.605,1.102,37.74,9.253,1.102
1186,44.637,1.103,37.78,9.262,1.103
1187,44.708,1.105,37.82,9.272,1.105
1188,44.733,1.105,37.86,9.282,1.105
1189,44.765,1.106,37.9,9.292,1.106
1190,44.82,1.107,37.96,9.307,1.107
1191,44.845,1.108,38.02,9.321,1.108
1192,44.877,1.109,38.06,9.331,1.109
1193,44.927,1.11,38.1,9.341,1.11
1194,44.957,1.111,38.14,9.351,1.111
1195,44.981,1.111,38.18,9.36,1.111
1196,45.016,1.112,38.2,9.365,1.112
1197,45.045,1.113,38.24,9.375,1.113
1198,45.077,1.114,38.28,9.385,1.114
1199,45.165,1.116,38.34,9.4,1.116
1200,45.197,1.117,38.4,9.414,1.117
1201,45.229,1.118,38.46,9.429,1.118
1202,45.285,1.119,38.5,9.439,1.119
1203,45.317,1.12,38.56,9.454,1.12
1204,45.349,1.121,38.6,9.463,1.121
1205,45.406,1.122,38.64,9.473,1.122
1206,45.437,1.123,38.7,9.488,1.123
1207,45.469,1.124,38.74,9.498,1.124
1208,45.516,1.125,38.78,9.508,1.125
1209,45.541,1.126,38.84,9.522,1.126
1210,45.573,1.126,38.88,9.532,1.126
1211,45.635,1.128,38.92,9.542,1.128
1212,45.661,1.128,38.96,9.552,1.128
1213,45.685,1.129,39,9.561,1.129
1214,45.737,1.13,39.04,9.571,1.13
1215,45.765,1.131,39.1,9.586,1.131
1216,45.797,1.132,39.14,9.596,1.132
1217,45.861,1.133,39.2,9.611,1.133
1218,45.893,1.134,39.24,9.62,1.134
1219,45.925,1.135,39.28,9.63,1.135
1220,45.975,1.136,39.32,9.64,1.136
1221,46.005,1.137,39.36,9.65,1.137
1222,46.029,1.138,39.4,9.66,1.138
1223,46.078,1.139,39.44,9.669,1.139
1224,46.109,1.14,39.48,9.679,1.14
1225,46.141,1.141,39.54,9.694,1.141
1226,46.189,1.142,39.58,9.704,1.142
1227,46.221,1.142,39.62,9.713,1.142
1228,46.253,1.143,39.66,9.723,1.143
1229,46.3,1.144,39.72,9.738,1.144
1230,46.325,1.145,39.74,9.743,1.145
1231,46.349,1.146,39.78,9.753,1.146
1232,46.399,1.147,39.82,9.763,1.147
1233,46.429,1.148,39.88,9.777,1.148
1234,46.461,1.149,39.92,9.787,1.149
1235,46.514,1.15,39.98,9.802,1.15
1236,46.541,1.15,40.02,9.812,1.15
1237,46.565,1.151,40.06,9.821,1.151
1238,46.629,1.153,40.1,9.831,1.153
1239,46.661,1.153,40.14,9.841,1.153
1240,46.685,1.154,40.18,9.851,1.154
1241,46.749,1.156,40.24,9.866,1.156
1242,46.781,1.156,40.3,9.88,1.156
1243,46.805,1.157,40.34,9.89,1.157
1244,46.84,1.158,40.38,9.9,1.158
1245,46.869,1.159,40.44,9.915,1.159
1246,46.901,1.16,40.46,9.919,1.16
1247,46.953,1.161,40.5,9.929,1.161
1248,46.981,1.161,40.54,9.939,1.161
1249,47.013,1.162,40.58,9.949,1.162
1250,47.061,1.164,40.62,9.959,1.164
1251,47.093,1.164,40.68,9.973,1.164
1252,47.125,1.165,40.72,9.983,1.165
1253,47.172,1.166,40.78,9.998,1.166
1254,47.197,1.167,40.84,10.013,1.167
1255,47.229,1.168,40.86,10.018,1.168
1256,47.29,1.169,40.9,10.027,1.169
1257,47.317,1.17,40.94,10.037,1.17
1258,47.341,1.171,40.98,10.047,1.171
1259,47.393,1.172,41.02,10.057,1.172
1260,47.421,1.173,41.08,10.071,1.173
1261,47.453,1.173,41.12,10.081,1.173
1262,47.522,1.175,41.18,10.096,1.175
